DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter217,bivalirudin,DDInter291,capsicum,Minor,"Minor: The use of capsaicin together with bivalirudin is considered to be safe. However, there may be an increased risk of bleeding when these drugs are used together.",DB00006,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,C98H138N24O33,,,
DDInter1771,teriflunomide,DDInter1966,zinc sulfate,Minor,Minor: The use of teriflunomide together with zinc sulfate may decrease the level of zinc in the blood. This is a minor drug–drug interaction.,DB08880,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2,DB09322,[Zn++].[O-]S([O-])(=O)=O,O4SZn
DDInter1965,zinc gluconate,DDInter726,ferrous gluconate,Minor,"Minor: Taking zinc and iron together does not seem to cause problems for most people. However, there may be some problems if you have an infection or inflammation. In these cases, taking iron and zinc together can reduce the absorption of iron.",DB11248,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,C12H22O14Zn,DB14488,[Fe++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,C12H22FeO14
DDInter1913,valproic acid,DDInter380,cimetidine,Minor,"Minor: Valproic acid is used to treat seizures, mood disorders, and migraines. Cimetidine is an antacid used to treat stomach ulcers. Taking these drugs together may increase your risk of getting a stomach ulcer.",DB00313,CCCC(CCC)C(O)=O,C8H16O2,DB00501,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,C10H16N6S
DDInter932,insulin glargine,DDInter37,alclometasone (topical),Minor,"Minor: The combination of insulin glargine and alclometasone is unlikely to cause any problems. However, this interaction has not been studied directly.",,,,,,
DDInter1252,mycophenolic acid,DDInter1966,zinc sulfate,Minor,"Minor: The body absorbs zinc from zinc sulfate less well when you take mycophenolate together with it. This may lead to lower blood levels of zinc. However, this is unlikely to be harmful.",DB01024,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,C17H20O6,DB09322,[Zn++].[O-]S([O-])(=O)=O,O4SZn
DDInter1316,nortriptyline,DDInter681,estramustine,Minor,"Minor: Nortriptyline is an antidepressant. Estramustine is used to treat prostate cancer. Taking these drugs together may increase side effects such as nausea, vomiting, diarrhea, and abdominal pain. These side effects are more likely when nortriptyline is taken at the same time as estramustine rather than 12 hours before or after. It is not clear how this interaction works.",DB00540,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C19H21N,DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],C23H31Cl2NO3
DDInter1202,metronidazole,DDInter712,famotidine,Minor,"Minor: When metronidazole is taken together with famotidine, there may be a minor change in how well these drugs work. The exact way this happens is not clear.",DB00916,CC1=NC=C(N1CCO)[N+]([O-])=O,C6H9N3O3,DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,C8H15N7O2S3
DDInter499,denileukin diftitox,DDInter644,enoxacin,Minor,"Minor: The combination of denileukin diftitox and enoxacin is unlikely to cause any problems. However, there may be a small increase in side effects such as nausea, vomiting, diarrhea, fever, chills, cough, and rash.",,,,DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,C15H17FN4O3
DDInter743,fluconazole,DDInter883,hydrochlorothiazide,Minor,"Minor: Fluconazole is an antifungal medication. Hydrochlorothiazide is a diuretic medication used to treat high blood pressure. Taking fluconazole with hydrochlorothiazide may cause some people to feel dizzy. This is because fluconazole can increase levels of hydrochlorothiazide in your body. However, this effect has only been reported in a few patients. Therefore, the interaction between these two drugs is considered minor.",DB00196,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C13H12F2N6O,DB00999,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C7H8ClN3O4S2
DDInter63,amcinonide,DDInter51,alogliptin,Minor,"Minor: The combination of amcinonide and alogliptin is unlikely to cause any problems. However, this interaction has not been studied directly.",DB00288,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H35FO7,DB06203,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C18H21N5O2
DDInter130,atenolol,DDInter58,aluminum hydroxide,Minor,"Minor: When taking aluminum hydroxide and atenolol together, there is a minor effect on how well atenolol works to treat high blood pressure. The exact reason for this interaction is unknown.",DB00335,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,C14H22N2O3,DB06723,[OH-].[OH-].[OH-].[Al+3],AlH3O3
DDInter1236,modafinil,DDInter578,docetaxel,Minor,"Minor: When modafinil is taken together with docetaxel, there may be a minor increase in the side effects of docetaxel. The exact mechanism for this interaction is unknown.",DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S,DB01248,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,C43H53NO14
DDInter753,fluocinonide (topical),DDInter1070,linagliptin,Minor,Minor: The risk of skin infection is increased when fluocinonide is used together with linagliptin.,,,,DB08882,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,C25H28N8O2
DDInter496,delavirdine,DDInter1584,retapamulin (topical),Minor,"Minor: When retapamulin is applied to the skin, delavirdine can enter the bloodstream in greater amounts than usual. This may increase the side effects of delavirdine.",DB00705,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,C22H28N6O3S,,,
DDInter1769,terbutaline,DDInter246,budesonide,Minor,"Minor: When terbutaline is taken together with budesonide, there may be a minor increase in side effects such as tremors, palpitations, headache, nausea, vomiting, diarrhea, and flushing. The exact mechanism of this interaction is unknown.",DB00871,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,C12H19NO3,DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C25H34O6
DDInter1266,naproxen,DDInter1112,magaldrate,Minor,"Minor: The combination of naproxen and magaldrate is generally safe. However, there may be an increased risk of stomach pain and bleeding when these drugs are taken together.",DB00788,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,C14H14O3,DB08938,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Al5H33Mg10O40S2
DDInter1966,zinc sulfate,DDInter1602,risankizumab,Minor,"Minor: When taking risankizumab together with zinc sulfate, there may be a minor effect on how well risankizumab works. The exact mechanism of this interaction is unknown.",DB09322,[Zn++].[O-]S([O-])(=O)=O,O4SZn,,,
DDInter583,donepezil,DDInter1615,rolapitant,Minor,"Minor: The combination of donepezil and rolapitant is safe. There is no need to change the dose of either drug. However, there is limited information about this combination.",DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,C24H29NO3,DB09291,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C25H26F6N2O2
DDInter940,insulin lispro,DDInter1448,phentolamine,Minor,"Minor: The combination of insulin lispro and phentolamine is unlikely to cause any problems. However, this interaction has not been well studied.",,,,DB00692,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,C17H19N3O
DDInter1609,rivaroxaban,DDInter417,clove,Minor,"Minor: The clove herb has been used for centuries to treat various diseases. It is also used as a flavoring agent in food products. Clove oil can be toxic when swallowed. There is no evidence that clove oil interacts with rivaroxaban. However, there is some evidence that other anticoagulants may interact with clove oil. Therefore, we cannot conclude that clove oil does not interact with rivaroxaban.",DB06228,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,C19H18ClN3O5S,,,
DDInter1388,pantoprazole,DDInter239,brivaracetam,Minor,"Minor: When taking pantoprazole together with brivaracetam, there may be a minor change in how well brivaracetam works. The exact reason for this change is not clear.",DB00213,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,C16H15F2N3O4S,DB05541,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,C11H20N2O2
DDInter130,atenolol,DDInter1064,levothyroxine,Minor,"Minor: When atenolol and levothyroxine are taken together, there may be a small change in how well levothyroxine works. This is because atenolol can decrease the amount of levothyroxine absorbed into the body. However, this is unlikely to cause problems unless you are taking very high doses of levothyroxine.",DB00335,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,C14H22N2O3,DB00451,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,C15H11I4NO4
DDInter168,beclomethasone dipropionate,DDInter1346,orciprenaline,Minor,"Minor: When beclomethasone dipropionate is taken together with orciprenaline, there may be an increased risk of palpitations (fast heartbeat). This interaction is minor because the effects are small and usually do not cause harm.",DB00394,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H37ClO7,DB00816,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,C11H17NO3
DDInter706,exenatide,DDInter768,fluticasone (topical),Minor,"Minor: When exenatide is used together with fluticasone nasal spray, there may be a minor increase in heart rate. This interaction has been observed in studies but the exact cause is unknown.",,,,,,
DDInter917,indinavir,DDInter8,abiraterone,Minor,"Minor: The drugs indinavir and abiraterone have minor interactions. This means that there is no need to change the dose of either drug when they are used together. However, the exact reason for this lack of interaction is unknown.",DB00224,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,C36H47N5O4,DB05812,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO
DDInter939,insulin human (zinc),DDInter851,halcinonide (topical),Minor,"Minor: When insulin is used together with halcinonide, there may be a minor increase in the side effects of insulin. This interaction is not well understood.",,,,,,
DDInter5,abatacept,DDInter1965,zinc gluconate,Minor,"Minor: The use of zinc gluconate with abatacept is considered to have a minor effect on the body. However, there may be some changes in the levels of certain chemicals in your blood. These changes are not harmful but they can be detected.",,,,DB11248,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,C12H22O14Zn
DDInter1607,ritonavir,DDInter1955,zafirlukast,Minor,"Minor: When ritonavir is taken together with zafirlukast, there is a minor increase in the level of zafirlukast in the blood. This may lead to an increased risk of side effects.",DB00503,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,C37H48N6O5S2,DB00549,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,C31H33N3O6S
DDInter610,durvalumab,DDInter1963,zinc acetate,Minor,"Minor: The zinc supplements do not affect how well Durvalumab works. However, there may be some side effects when taking both together. For example, they can increase your risk of getting an infection. It is important to talk to your doctor about whether you should take zinc supplements while taking Durvalumab.",,,,DB14487,[Zn++].CC([O-])=O.CC([O-])=O,C4H6O4Zn
DDInter1229,mirabegron,DDInter1094,lorlatinib,Minor,"Minor: Mirabegron is used to treat overactive bladder symptoms. Lorlatinib is used to treat anaplastic lymphoma kinase-positive non-small cell lung cancer. Taking mirabegron together with lorlatinib may increase the risk of side effects such as nausea, vomiting, diarrhea, and fatigue. However, this interaction has not been well studied. Therefore, it is important for patients to monitor themselves when taking these two drugs together.",DB08893,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,C21H24N4O2S,DB12130,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,C21H19FN6O2
DDInter894,hydroxyurea,DDInter813,gemifloxacin,Minor,"Minor: When gemifloxacin is taken together with hydroxyurea, there may be an increased risk of skin sensitivity reactions. This interaction is minor because the risk is small.",DB01005,NC(=O)NO,CH4N2O2,DB01155,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,C18H20FN5O4
DDInter1098,lovastatin,DDInter1064,levothyroxine,Minor,"Minor: The drugs levothyroxine and lovastatin are safe to use together. However, there may be minor side effects such as diarrhea, nausea, stomach pain, or flatulence.",DB00227,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,C24H36O5,DB00451,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,C15H11I4NO4
DDInter219,bleomycin,DDInter384,ciprofloxacin,Minor,"Minor: When bleomycin is taken together with ciprofloxacin, there is a minor increase in the risk of lung damage. The exact mechanism for this interaction is unknown.",DB00290,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,C55H84N17O21S3,DB00537,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,C17H18FN3O3
DDInter222,bortezomib,DDInter223,bosentan,Minor,Minor: The risk of side effects from bosentan may increase when taken together with bortezomib. This interaction is minor because the side effects of bosentan are usually mild and do not occur very often.,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C19H25BN4O4,DB00559,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,C27H29N5O6S
DDInter8,abiraterone,DDInter1882,troleandomycin,Minor,Minor: The combination of abiraterone and troleandomycin should be avoided because there is a minor risk of side effects. This is because troleandomycin can increase the levels of abiraterone in your body.,DB05812,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO,DB13179,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,C41H67NO15
DDInter196,betamethasone (topical),DDInter1217,miglitol,Minor,"Minor: Betamethasone is a steroid used topically to treat skin conditions such as eczema. It does not cause significant absorption into the bloodstream. Miglitol is an oral medication used to treat diabetes. When these two medications are taken together, miglitol may increase the absorption of betamethasone into the bloodstream. This can lead to increased side effects from betamethasone.",,,,DB00491,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C8H17NO5
DDInter1867,triflupromazine,DDInter1113,magnesium carbonate,Minor,"Minor: Taking triflupromazine together with magnesium carbonate is unlikely to cause any problems. However, this combination has not been studied directly.",DB00508,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,C18H19F3N2S,DB09481,[Mg++].[O-]C([O-])=O,CMgO3
DDInter1828,tolbutamide,DDInter403,clobetasol (topical),Minor,"Minor: When clobetasol is applied to the skin, it can be absorbed into the bloodstream. This may increase the effects of other medicines taken by mouth, such as tolbutamide. However, this is unlikely to cause any problems.",DB01124,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,C12H18N2O3S,,,
DDInter188,benzthiazide,DDInter834,glycopyrronium,Minor,"Minor: When benzthiazide and glycopyrronium are taken together, they may cause a decrease in the amount of salt excreted by the kidneys. This can lead to an increase in blood pressure.",DB00562,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,C15H14ClN3O4S3,DB00986,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,C19H28NO3
DDInter690,ethanol,DDInter1553,quetiapine,Minor,"Minor: When ethanol (alcohol) is taken together with quetiapine, there may be a small increase in sleepiness. This interaction is minor because the effect of alcohol on quetiapine is small. The exact mechanism for this interaction is unknown.",DB00898,CCO,C2H6O,DB01224,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,C21H25N3O2S
DDInter177,benazepril,DDInter1113,magnesium carbonate,Minor,"Minor: The combination of benazepril and magnesium carbonate is unlikely to cause any problems. However, if you take too much of either drug, you may get side effects such as nausea, vomiting, diarrhea, stomach pain, and bloating.",DB00542,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,C24H28N2O5,DB09481,[Mg++].[O-]C([O-])=O,CMgO3
DDInter1864,triethylenetetramine,DDInter1966,zinc sulfate,Minor,"Minor: When triethylenetetramine is taken together with zinc sulfate, there may be a minor increase in the side effect of nausea and vomiting. The exact mechanism for this interaction is unknown.",DB06824,NCCNCCNCCN,C6H18N4,DB09322,[Zn++].[O-]S([O-])(=O)=O,O4SZn
DDInter1022,lansoprazole,DDInter239,brivaracetam,Minor,"Minor: When lansoprazole is taken together with brivaracetam, there may be a minor increase in side effects such as drowsiness, headache, and dizziness. The exact mechanism of this interaction is unknown.",DB00448,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,DB05541,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,C11H20N2O2
DDInter1202,metronidazole,DDInter1616,romidepsin,Minor,"Minor: When romidepsin is given together with metronidazole, there may be some changes in how well these drugs work. Specifically, romidepsin may increase the side effects of metronidazole. However, this is unlikely to cause serious problems.",DB00916,CC1=NC=C(N1CCO)[N+]([O-])=O,C6H9N3O3,DB06176,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,C24H36N4O6S2
DDInter1570,ranolazine,DDInter1261,naloxegol,Minor,"Minor: Ranolazine and naloxegol are safe to use together. However, there may be some side effects when these drugs are used together such as diarrhea, constipation, abdominal pain, flatulence, and bloating.",DB00243,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,C24H33N3O4,DB09049,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,C34H53NO11
DDInter644,enoxacin,DDInter1144,melphalan,Minor,"Minor: Enoxacin is an antibiotic used to treat bacterial infections. Melphalan is a chemotherapy drug used to treat certain types of cancer. Taking these drugs together may increase the risk of side effects such as nausea, vomiting, diarrhea, and stomach pain. However, this interaction is minor and does not require any special precautions.",DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,C15H17FN4O3,DB01042,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,C13H18Cl2N2O2
DDInter1045,levamlodipine,DDInter481,darolutamide,Minor,Minor: The combination of levamlodipine and darolutamide is safe. There is no known risk of side effects when these two drugs are taken together.,DB09237,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,C20H25ClN2O5,DB12941,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,C19H19ClN6O2
