DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter383,Cinoxacin,DDInter578,Docetaxel,Minor,"Minor: When taking cinoxacin together with docetaxel, there may be a minor increase in side effects. The exact mechanism of this interaction is unknown."
DDInter885,Hydrocortisone,DDInter1635,Salmeterol,Minor,"Minor: When hydrocortisone and salmeterol are taken together, there may be a small increase in side effects such as tremors, headache, nausea, vomiting, diarrhea, dizziness, or changes in heart rate or blood pressure. The exact reason for this interaction is unknown."
DDInter499,Denileukin diftitox,DDInter1259,Nalidixic acid,Minor,Minor: The combination of denileukin diftitox and nalidixic acid may decrease the effectiveness of denileukin diftitox.
DDInter840,Granisetron,DDInter119,Armodafinil,Minor,"Minor: The combination of granisetron and armodafinil is unlikely to cause any problems. However, there is limited information available about this combination."
DDInter1791,Theophylline,DDInter650,Ephedrine,Minor,"Minor: Taking ephedrine while taking theophylline can cause minor side effects such as nausea, vomiting, diarrhea, and increased heart rate. It is not clear how these two drugs interact."
DDInter1923,Vedolizumab,DDInter1966,Zinc sulfate,Minor,"Minor: Vedolizumab is a drug used to treat inflammatory bowel disease. It works by blocking certain cells from entering the gut. Zinc is a mineral found in food and water. Taking zinc can help with growth and development. There is no known risk of taking these two drugs together. However, there is limited information about this combination."
DDInter1717,Sucralfate,DDInter363,Chlorpromazine,Minor,"Minor: When sucralfate is taken with chlorpromazine, it may decrease the effect of chlorpromazine. This interaction is minor because sucralfate is not commonly used with chlorpromazine. The exact way this interaction happens is not clear."
DDInter1826,Tolazamide,DDInter1883,Tromethamine,Minor,"Minor: When taking both tolazamide and tromethamine together, there may be a minor effect on how well these drugs work. This is because tolazamide can increase the amount of tromethamine in your body, which could lead to side effects. However, this is unlikely to cause serious problems."
DDInter414,Clorazepic acid,DDInter271,Calcium carbonate,Minor,"Minor: When clorazepic acid is taken together with calcium carbonate, there may be a minor change in how well clorazepic acid works. The exact reason for this interaction is not clear."
DDInter896,Hyoscyamine,DDInter1861,Trichlormethiazide,Minor,"Minor: When hyoscyamine is taken together with trichlormethiazide, there may be an increased risk of constipation. This interaction is minor because the effects can be managed by monitoring patients for signs of constipation and taking appropriate action if needed. The exact mechanism of this interaction is unknown."
DDInter133,Atorvastatin,DDInter1077,Liraglutide,Minor,"Minor: When atorvastatin is taken together with liraglutide, there may be a small increase in the risk of developing diabetes. This interaction is considered minor because the risk is very low. It is not clear why this interaction occurs."
DDInter1251,Mycophenolate mofetil,DDInter1785,Tetraferric tricitrate decahydrate,Minor,Minor: The interaction between mycophenolate mofetil and tetraferric tricitrate decahydrate is minor. This means that there is little chance of harm occurring when these drugs are taken together.
DDInter1951,Warfarin,DDInter1745,Tamsulosin,Minor,"Minor: The combination of warfarin and tamsulosin is unlikely to cause any problems. However, if you experience an increase in bleeding from warfarin, do not stop taking either drug without talking to your doctor first."
DDInter1633,Salicylic acid (sodium),DDInter519,Dexlansoprazole,Minor,"Minor: When dexlansoprazole is taken together with salicylate, there may be a minor increase in how much salicylate is absorbed into the bloodstream. This has been observed in studies of healthy volunteers taking both drugs together. However, this effect is small and unlikely to cause problems for most people."
DDInter1967,Ziprasidone,DDInter462,Dabrafenib,Minor,"Minor: When ziprasidone is taken together with dabrafenib, there may be a minor increase in the side effects of dabrafenib. The exact mechanism for this interaction is unknown."
DDInter71,Aminoglutethimide,DDInter831,Glyburide,Minor,"Minor: When aminoglutethimide is taken together with glyburide, there is a minor increase in the level of glyburide in the bloodstream. This may lead to increased risk of hypoglycemia."
DDInter364,Chlorpropamide,DDInter404,Clocortolone (topical),Minor,"Minor: When clocortolone is applied to the skin, it can be absorbed into the bloodstream. This may increase the effects of chlorpropamide. However, this is unlikely to cause any problems."
DDInter1084,Lomefloxacin,DDInter1377,Paclitaxel,Minor,"Minor: When lomefloxacin is taken together with paclitaxel, there may be an increased risk of peripheral neuropathy. Peripheral neuropathy is a condition where the nerves outside the brain and spinal cord are damaged. The evidence for this interaction is weak."
DDInter542,Dicoumarol,DDInter889,Hydroflumethiazide,Minor,"Minor: When dicoumarol is taken together with hydroflumethiazide, there may be a minor increase in the effects of dicoumarol. This is because hydroflumethiazide can slightly decrease the activity of an enzyme called CYP4A. Since CYP4A helps to break down dicoumarol, less of this drug will be broken down when hydroflumethiazide is taken together with dicoumarol. As a result, more dicoumarol remains in your body and may cause increased blood thinning."
DDInter598,Doxycycline,DDInter433,Colestipol,Minor,"Minor: The combination of doxycycline and colestipol is unlikely to cause any problems. However, if you take doxycycline within 1 hour before or after taking colestipol, some of the colestipol may be absorbed into your bloodstream. This could potentially increase the effects of colestipol on your digestive system."
DDInter937,Insulin human (regular),DDInter1481,Plantago seed,Minor,Minor: The combination of insulin human (regular) and plantago seed can cause minor changes in blood sugar levels. This interaction is not well understood.
DDInter1966,Zinc sulfate,DDInter1901,Upadacitinib,Minor,"Minor: Taking zinc sulfate with upadacitinib may decrease how well upadacitinib works. However, this is only a minor effect. The body processes (metabolizes) upadacitinib differently when taking zinc sulfate. This can be a problem because upadacitinib has a narrow margin of safety. That means there is a small range between the dose needed to treat the disease and the dose that causes side effects. Taking zinc sulfate increases the chance of being at the higher end of that range, increasing the"
DDInter1164,Metformin,DDInter768,Fluticasone (topical),Minor,"Minor: When metformin is used together with fluticasone nasal spray, there may be a minor increase in side effects such as diarrhea, nausea, vomiting, abdominal pain, and flatulence. The exact mechanism of this interaction is unknown."
DDInter971,Ipratropium (nasal),DDInter175,Belladonna,Minor,"Minor: The combination of ipratropium and belladonna is generally safe. However, there may be an increased risk of dry mouth when these two drugs are used together."
DDInter1605,Risperidone,DDInter1568,Ranitidine,Minor,"Minor: The combination of risperidone and ranitidine is generally safe. However, there may be an increase in the side effects of drowsiness when these two drugs are taken together."
DDInter197,Betaxolol,DDInter1113,Magnesium carbonate,Minor,"Minor: Betaxolol is used to treat high blood pressure and certain types of irregular heartbeats. Magnesium carbonate is used to treat constipation and sometimes to prevent migraine headaches. Taking magnesium carbonate with betaxolol may decrease how well betaxolol works. However, this is unlikely to cause serious side effects."
DDInter939,Insulin human (zinc),DDInter1076,Lipoic acid,Minor,"Minor: The combination of insulin human zinc and lipoic acid is generally safe. However, there may be an increased risk of hypoglycemia when these drugs are taken together. Hypoglycemia is a condition where blood sugar levels drop too low. This can cause symptoms such as dizziness, sweating, shaking, confusion, hunger, and irritability. It is important to monitor blood sugar levels closely and adjust the dose of insulin accordingly."
DDInter826,Glipizide,DDInter1681,Sodium acetate,Minor,"Minor: When glipizide is taken together with sodium acetate, there may be a minor change in how well glipizide works. The exact way this happens is not clear."
DDInter11,Acarbose,DDInter196,Betamethasone (topical),Minor,Minor: Acarbose decreases the absorption of betamethasone when they are taken together. This may decrease the effectiveness of betamethasone.
DDInter367,Cholecalciferol,DDInter1348,Orlistat,Minor,"Minor: The body needs vitamin D to use calcium properly. Vitamin D supplements can help this. Orlistat reduces the amount of fat absorbed from food. Taking both together may reduce the amount of fat in the diet that the body can use, which could lead to lower amounts of vitamin D being taken up by the body."
